Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Become an AI-Powered People Manager,"<p>Did you know that you can leverage generative AI to manage your team more effectively and efficiently? In this course, join instructor Ashley Herd—management expert and the creator of Manager Method—as she teaches you how to use cutting-edge generative AI tools to become more successful in your role as a manager—even if you've never used generative AI before. Learn how to spend more time focused on activities that will have a long-lasting impact on your team, such as employee development and coaching, delegating, business growth, innovation, upskilling, and more.</p><p>Develop critical, in-demand leadership skills for integrating AI into your management workflow, preparing for team and one-on-one meetings more efficiently, delivering feedback that gets results, creating growth opportunities that meet employee needs, and presenting data like never before. By the end of this course, you’ll be ready to enhance your personal effectiveness with AI and apply your new AI management skills in the workplace.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/succeeding-as-a-new-manager-professional-certificate-by-linkedin-learning?u=104"" target=""_blank"">Professional Certificate</a> from LinkedIn Learning.</p>",Course,2024-07-31 13:41 UTC,N/A,false,N/A,
Generative AI and Workplace Transformation,"By now, most forward thinking organizations are aware of generative AI, but many are grappling with their own plan of how to think about and deploy gen AI in the way that makes sense. In this course, thought leader Charlene Li offers key insights on what some are calling the biggest change transformation in the knowledge worker era. Drawing from her own work with first movers and leaders across industries, Charlene dives into some of the key issues to consider, including: the impact on the work force and work force planning; job roles will go away, transform, or not be impacted; and emerging skill sets organizations will need to train for. She also presents her insights on how employees can still learn and thrive amidst the uncertainty. Charlene helps companies and their workers think through an AI first strategy and make sense of a plan to evolve successfully in an AI-powered world.",Course,2025-07-02 01:12 UTC,N/A,false,N/A,
Three Thought-Provoking Questions to Ask in Your Next Presentation,"Have you ever been in the audience of a presentation that didn’t capture your attention? You may have found yourself off-task, thinking of other things to get done, or even dozing off to sleep. Excite your audience with thought-provoking questions to ensure they are fully present and engaged. In this course, organizational leadership expert Rachel Staples Guettler will dive into the three thought-provoking questions guaranteed to foster engagement, discussion, and a deeper understanding of your presentation topic. No matter what field you work in, these questions will ensure your participants leave with a complete understanding of your presentation.

<p>This course was created by <a href=""https://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.</p>                  <img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" alt=""Company logo for Madecraft; the letter M configured as part of a printing press"" width=""20%"" height=""20%"" />",Course,2025-12-02 15:07 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5908563,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5908563,Course,2024-06-12 16:11 UTC,N/A,false,N/A,
"Think Faster, Talk Smarter: Master Impromptu Speaking","<p>Public speaking is a big fear for many people, but off-the-cuff speaking—when you’re put on the spot—can be just as nerve-wracking. Whether you’re asked to introduce yourself or someone else, making small talk, or just asked “What do you think,” giving feedback in the moment can cause even the most confident of us to crumble. In this audiobook summary, Matt Abrahams shares some key points from his book <i>Think Faster, Talk Smarter: How to Speak Successfully When You’re Put on the Spot</i>. Communication is critical to success in our personal and professional lives, yet too often we’re not prepared for the moments when we need to step up and shine. Join Matt in this course to get the guidance—and grit—to be a better-in-the-moment spontaneous communicator.
</p><p> 
Note: This audiobook summary was created by Next Big Idea Club. We are pleased to host this content in our library.",Course,2025-11-10 15:45 UTC,N/A,false,N/A,
AI Agents for Product Leaders,"Welcome to AI Agents for Product Leaders. I'm Marily Nika, a Gen AI Product Leader with experience at Google and Meta. In this course, Marily Nika—a Gen AI Product Leader with experience at Google and Meta—dives into the process of building and integrating AI agents into products, from the initial concept to a successful launch. Learn how to create autonomous systems that truly enhance user experiences. Gain insights into the technical, strategic, and ethical aspects of developing AI agents. Explore how AI agents can be practically applied in product development, setting you up for success in this rapidly evolving field. Whether you're a seasoned product manager or new to AI, this course will give you the tools to create innovative, responsible, and impactful agentic products.",Course,2025-08-25 20:46 UTC,N/A,false,N/A,
Copilot in OneNote: Smarter Note-Taking with AI,"Discover the power of AI in Microsoft OneNote with Copilot, your note-management assistant. Use Copilot to create to-do lists from your meeting notes, summarize your notes into a shareable format, and generate project plans. This course provides a range of powerful and time-saving prompt examples you can use to turn your notes into organized, actionable items.",Course,2025-06-17 17:53 UTC,N/A,false,N/A,
Change Management Foundations (2016),"Change is hard, but necessary for businesses to thrive and survive. You—as leader or manager—can help implement new business processes and initiatives using organizational change management (OCM).  In this course, consultant and change management expert Bob McGannon discusses the principles and techniques necessary to drive change at the project level, in a certain business area, or throughout an entire organization. He helps you prepare, manage, and support the change process, outlining the five phases involved and the eight competencies required for success. Bob also helps you understand the stages of change on an individual level, so you can help team members and stakeholders adapt.",Course,2019-12-13 19:25 UTC,N/A,false,N/A,
Ram Charan on Coaching High Potentials,"High-potential employees are the key driver of an organization's future success and performance-but who are these future leaders? Where do they come from and how are they developed? In this short course, LinkedIn Influencer Ram Charan, a top-level coach to global CEOs, outlines what companies must do to cultivate high potentials and what individuals can do to develop their high-potential selves: by pursuing skills, opportunities, and focus.",Course,2018-07-25 18:55 UTC,N/A,false,N/A,
Nano Tips for Finding Happiness through Empathy with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.
<br><br>Happiness is a mindset that begins with empathy for yourself and others - and it is core to fulfillment and success. Join leadership strategist and award-winning peak performance educator Shadé Zahrai as she shares 10 nano tips for elevating your empathy to enhance relationships, foster psychological safety, and create a happy life and career. Shadé explains three types of empathy, offers simple techniques on how to navigate conflict, shares actionable tools to empower others and yourself, and more.",Course,2025-04-16 13:41 UTC,N/A,false,N/A,
Diverse Talent in Recruiting and Hiring,"Workplace diversity and inclusion is a key priority area for organizations large and small. Hiring managers need to be able to locate, hire, and onboard diverse candidates in order to succeed. This course is a guide that can help you develop a diversity hiring strategy, increase your candidate pool, and remove bias from your screening and interview process. Award-winning management consultant Christie Lindor articulates the definitions of diversity and diversity hiring and helps you plan for a bias-free recruitment process, create more diverse recruiting teams for more diverse hiring, and adopt best practices when it comes to candidate screening, interviews, and evaluations. Plus, learn how to make your efforts authentic by understanding the motivational triggers and factors that candidates consider when weighing new roles and opportunities.",Course,2021-09-21 00:21 UTC,N/A,false,N/A,
Accelerating Your Career with Personal Branding,"When it comes to accelerating your career, you can’t ignore the importance of your personal brand. Your brand is your voice, your reputation, and a key part of your professional persona. In this course, explore how to use your personal brand to boost your career with award-winning leadership strategist Shadé Zahrai.<br><br>Learn how to get started crafting a standout brand of your own, with practical advice to help you grow, gain recognition, and open new professional doors. Find out how to create compelling and unforgettable personal content, develop authentic work relationships, and elevate your influence along the way. By the end of this course, you’ll be better poised to manage your brand online and cultivate a lasting impression on the job.",Course,2023-03-28 14:15 UTC,N/A,false,N/A,
Nano Tips for Using AI for Brand Storytelling with Ash Rathod,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, Ash Rathod offers tips on how to use AI tools for inspiration, productivity, and identifying with your audience as a storyteller. Learn about the human-AI creative balance, ethical AI storytelling pitfalls to avoid, crafting better AI prompts, and more.",Course,2025-01-22 04:21 UTC,N/A,false,N/A,
The Master Key to Overcoming Procrastination,"<p>Ending procrastination requires not just time management, but emotion management. Planning your schedule can help, but neglects the powerful underlying emotions–like dread, stress, fear, and boredom–fueling procrastination. In this audio-only course, Dr. Hayden Finch shares practical strategies for handling this emotional resistance.</p>

<p>Hayden is a clinical psychologist, founder of the Finch Center for High Functioning Anxiety, and author of <i>The Psychology of Procrastination</i>.</p>
<p>
Hayden stresses that overcoming procrastination requires getting serious about the one thing that’s truly most important. She also offers proven self-talk strategies that make it easier to do the things you don’t want to do. Learn tips to manage distractions, get over that first hump of emotion, gain momentum, and put yourself on a smooth path to finishing your to-do list..</p>
<p>This course was created by Pete Mockaitis of <a href=""https://awesomeatyourjob.com/"" target=""_blank""><i>How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.</p>
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%"" />",Course,2024-03-27 13:47 UTC,N/A,false,N/A,
The Six Mind Shifts for Thriving at Work,"<p>When work feels like a massive burden, it can seem like quitting is your only option. But it’s possible to turn unpleasant situations around so that they enrich you. In this audio-only course, Aliza Knox shares six critical, easy-to-use mind shifts to help you turn around situations to thrive at work and life.</p><p>Aliza Knox spent over four decades leading in firms like Google and Twitter. She is the author of <i>Don't Quit Your Day Job: The 6 Mindshifts You Need to Rise and Thrive at Work</i>.</p><p>Aliza offers fresh perspectives to help you build your stamina, forge connections, stay energized, and give everyone a voice. You’ll learn how to get feedback that genuinely helps you, and stay on your manager’s radar—wherever you’re located. Finally, Aliza shows you how to be bold and open to moments of serendipity so you can chase new opportunities wherever they arise.</p><p>This course was created by Pete Mockaitis of <a href=""https://awesomeatyourjob.com/"" target=""_blank""><i>How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.</p>
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%"" />",Course,2025-02-15 14:55 UTC,N/A,false,N/A,
Stepping Up Your Webcam Video Presence,"Nearly everyone has a webcam, but many people don’t put the effort into enhancing their webcam video presence. But with just a few relatively easy and inexpensive tweaks, you can capture well-composed, well-lit shots with great audio using the humble webcam. In this course, senior staff instructor Ashley Kennedy shows you how to represent your best self in meetings, as well as presentations, trainings, vlogs, interviews, demos, Q&As, and other types of web videos. Learn basic strategies for optimizing your system and your webcam, staging and lighting your shot, capturing high-quality audio, scripting and rehearsing for big-stakes webcam presentations, and more.",Course,2021-07-13 14:59 UTC,N/A,false,N/A,
Mindfulness Practices,"Mindfulness helps you be more effective in today’s busy world.  It reduces stress, increases focus, and improves your ability to deal with challenges, both at work and at home. With regular practice, mindfulness can change the course of your life. Practice with executive coach Henna Inam as she leads you in guided exercises that expand emotional intelligence, grow self-confidence, and build stronger relationships.  With these practices, you can actually experience in-the-moment inspiration, learn how to deal with difficult people, manage change, and confront fears. Each lesson is tied to an accompanying practice, which will help you change the structure of your brain to respond better to stressors. Our world is changing rapidly. Evolve your mind to handle challenges with confidence.",Course,2024-08-02 21:24 UTC,N/A,false,N/A,
Leadership Habits of Effective Executives,"Learn the essential habits needed to lead with clarity, confidence, and impact as an executive leader. From aligning decisions with the bigger picture to fostering psychological safety, regulating your emotions under pressure, and empowering your people to take ownership, instructor Nigel Cumberland outlines actionable techniques for driving meaningful leadership outcomes. By the end of this course, you’ll be equipped with a clear, practical framework for making better decisions, strengthening relationships, and leading with purpose.",Course,2025-12-13 14:48 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:793381,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:793381,Course,2018-09-17 13:09 UTC,N/A,false,N/A,
Leading with Fearless Mindfulness,"Be a leader that can rise to challenges. Captain Sandra Yawn is a world-renowned captain with over 28 years of experience. Yawn’s love of the ocean propelled her to achieve in a male-dominated industry. In this course, Captain Yawn tells her personal stories and defines the qualities that make up a great captain and overall leader. Discover how to hire and manage teams and how to delegate tasks. Sandy encourages you to create a strong leadership framework so that you can find solutions to the most difficult problems and situations that arise—and understand how to navigate clients to ensure top-level customer service while maintaining your cool. As an exciting bonus element to the course, you can learn about Sandy’s favorite destinations and her go-to travel advice.<br><br>

This course was created by <a href=""https://genconnectu.com/"" target=""_blank"">genconnectU</a>. We are pleased to offer this training in our library.",Course,2021-09-01 23:34 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:793380,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:793380,Course,2018-09-18 11:18 UTC,N/A,false,N/A,
Guy Kawasaki on Turning Life Wisdom into Business Success,"Get career advice from a real ""wise guy."" In this course, based on his book <i>Wise Guy</i>, one of the world's leading corporate evangelists, Guy Kawasaki, talks about how he built his career. Learn how he landed his first real job in the jewelry business—which turned out to be surprisingly useful training for the tech world. Find out why some of the riskiest moves he made at Apple—disparaging a potential partner and trading jabs with Steve Jobs—paid off. Guy also reveals how taking up surfing at the age of 62 sparked a new passion. In total, Guy covers everything from moral values to business skills to parenting. As he writes, “I hope my stories help you live a more joyous, productive, and meaningful life. If <i>Wise Guy</i> succeeds at this, then that’s the best story of all.”<br><br>

This course was created by <a href=""https://genconnectu.com/"" target=""_blank"">genconnectU</a>. We are pleased to offer this training in our library.",Course,2020-11-02 14:43 UTC,N/A,false,N/A,
Nano Tips to Ditch Self-Doubt with Shade Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore what it takes to overcome self-doubt and leverage a growth mindset, following advice and practical, easy-to-apply insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.</p><p>Discover strategies to manage self-doubt as a sign of progress, build confidence, and visualize outcomes while preparing for complex challenges. Learn to embrace discomfort for growth, counteract anxiety with intentional actions, and focus on personal progress by letting go of perfection. Along the way, Shadé shares techniques to help you control your mental narrative, identify self-doubt, and build empathy and self-compassion by focusing on positive traits in others.</p><p>This course was created by Shadé Zahrai. We are pleased to host this training in our library.</p>",Course,2025-09-10 18:03 UTC,N/A,false,N/A,
What Is Generative AI?,"<p>Whether you work in film, marketing, healthcare, automobile, or real-estate, generative AI is changing the way your job is executed, and those who adapt early will reap its benefits sooner. All professions will be affected by generative AI. Its invention can be compared to the invention of photography, a true creative revolution. If you want to be part of the leaders that are advancing this revolution, this course can get you started on your learning journey.</p><p>In this course, generative AI expert Pinar Seyhan Demirdag covers the basics of generative AI, with topics including what it is, how it works, how to create your own content, different types of models, future predictions, and ethical implications.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/career-essentials-in-generative-ai-by-microsoft-and-linkedin"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2026-02-07 18:50 UTC,N/A,false,N/A,
Agentic AI Business Strategy: A Conversation with Charlene Li,"In the fast-evolving world of AI, autonomous agents are reshaping business innovation, decision-making, and leadership. In this interview-driven course, AI thought leader  Charlene Li explores the world of agentic AI—AI agents capable of autonomous, adaptive actions. Gain insights into implementing AI solutions aligned with strategic goals, overcoming challenges like executive hesitation, and building trust. This course is perfect for leaders and business strategists ready to thrive in the age of intelligent agents.",Course,2025-06-26 12:32 UTC,N/A,false,N/A,
The Unspoken Rules of High Performers and High Potentials,"What separates top performers from the rest? Why do some get ahead, while others struggle? In this audio-only course, Gorick Ng unravels the mystery by highlighting three critical work expectations that managers rarely express.

Gorick Ng is a career advisor at Harvard College and author of the bestselling book The Unspoken Rules: Secrets to Starting Your Career Off Right. Gorick argues that managers ask themselves whether you demonstrate the “three Cs”: 
<ul><li>Are you competent?</li>
<li>Are you committed?</li>
<li>Are you compatible?</li></ul>
<p>Gorick reveals the A+ way to ask for help and the mindset that makes you invaluable. He provides handy scripts for understanding your boss’ priorities and stepping up without overstepping. Finally, Gorick advises on the tricky dance of being a team player without compromising your boundaries.</p>
</p>
<p>This course was created by Pete Mockaitis of <a href=""https://awesomeatyourjob.com/"" target=""_blank""><i>How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.</p>
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%"" />",Course,2025-05-07 16:07 UTC,N/A,false,N/A,
Uncovering Unconscious Bias in Recruiting and Interviewing,"<p>Despite our best efforts, bias is a contributing factor in our decision-making. Unconscious bias is even more precarious, as we are often unaware that it's a factor in our decisions. In this course, Dr. Tana M. Session walks you through how to define a number of unconscious biases, as well as how the biases can impact your decision-making and how you can combat them when recruiting and hiring qualified candidates. First, Dr. Session explains what the term “unconscious bias” means and ensures no one feels guilty about discovering their own biases. Next, Dr. Session covers several common types of unconscious bias, including confirmation bias and affinity bias. For each type, she defines the bias and shows how it might impact your decision-making. After this, Dr. Session concludes by outlining strategies to minimize bias in the recruiting and interview process, such as learning how to find diverse candidates to fill positions, use diverse panel interviews, and utilize interview scorecards.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/american-staffing-association-corporate-recruiting-professional-certificate"" >Professional Certificate</a> from American Staffing Association.</p>",Course,2022-02-15 09:20 UTC,N/A,false,N/A,
Navigate SOC 2 Compliance in the Cloud,"This strategic course designed specifically for security professionals working with and for cloud-hosted companies takes a deep dive into SOC 2 compliance, a crucial standard for security and trust in cloud services. This course with instructors Jerich Beason and AJ Yawn is structured into chapters that focus on different aspects of SOC 2 compliance. Learn about SOC 2 concepts from both auditor and CISO perspectives, understand the unique impact of SOC 2 in cloud environments, hear key strategies for effective compliance, and more.",Course,2025-02-02 03:49 UTC,N/A,false,N/A,
Nano Tips to Uncover Your Strengths with Shadé Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore the power of uncovering your inner strengths and managing your weaknesses to promote personal growth.</p><p>Join peak performance researcher and behavioral strategist Shadé Zahrai to learn the secrets of identifying and evolving your strengths with a genuinely curious, growth-focused mindset. Unearth your best possible self and start building on the innate qualities of your character, gathering feedback, unlocking your full potential, seeking balance, and finding your flow state. Along the way, Shadé shows you how to scrutinize your weaknesses to weed out bad habits, play to your strengths, and invest in your future self.</p>",Course,2025-08-08 16:50 UTC,N/A,false,N/A,
Building an AI Council That Drives GenAI Adoption and Innovation,"In this course, learn how you can drive AI adoption and innovation in your organization—no technical expertise required. Instructor Jim Sterne shares best practices for establishing and running an effective AI council. Learn to assemble a team that represents key stakeholders across the org, how to develop ethical guidelines for AI use, and how to implement effective governance structures that drive AI adoption across the company. Bring in generative AI in a controlled way that carefully encourages innovation. This course is a playbook for establishing an internal AI Council to track the rampant advances in generative AI, provide direction on policies, guidelines, and training, and act as a clearing house for best practices and collective learnings.",Course,2025-06-01 13:53 UTC,N/A,false,N/A,
Nano Tips for Overcoming Imposter Syndrome at Work with Diana YK Chan,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, Diana YK Chan offers tips for building confidence and overcoming imposter syndrome at work. Learn how imposter syndrome can affect you in the workplace, how to acknowledge and discuss work-related doubts, and what you can do to stop underestimating yourself. Diana explains how to build self-worth with affirmations, how you can adopt an alter ego to overcome insecurities, and more.",Course,2025-12-22 15:01 UTC,N/A,false,N/A,
Time Management Tips,"Improve your productivity, get things done, and find more time for what's most important with <i>Time Management Tips</i>. This series provides actionable time management advice in just a few short minutes.<br><br>Productivity expert Dave Crenshaw provides techniques on a wide variety of topics, designed to help people better manage their time and ultimately become more productive. Tune in to learn about everything from managing emails and calendars to setting priorities, collaborating with coworkers, reducing interruptions, crafting a ""productivity mindset,"" and creating a more comfortable and effective work environment.<br><br> 

Have an idea for a future video from Dave? Submit it using our course feedback form. If you want more time management strategies now, we recommend watching Dave's <i>Time Management Fundamentals</i> course.<br><br>",Course,2018-08-22 03:51 UTC,N/A,false,N/A,
How to Set Up Your Team for Scale,"Join Tunji Adegbite in developing efficient ways to scale your business. Tunji provides actionable strategies to ensure your team is set up for scalable success aligned with your organization's needs. Learn how to set a clear vision, empower your team, utilize scalable frameworks, and overcome common challenges. After this course, you will be ready to build and empower successful teams as your business scales to new heights.",Course,2025-07-06 03:13 UTC,N/A,false,N/A,
GPT Foundations: Building AI-Powered Apps,"In this course, Denys Linkov—the Head of ML at Wisedocs—dives into the world of generative AI, focusing on ChatGPT from OpenAI. Explore the building blocks of large language models, discover how ChatGPT works, and learn to harness its potential by creating custom apps. Develop hands-on skills such as crafting precise prompts, utilizing ChatGPT's Playground, and building successful generative AI apps with tools like Voiceflow. Engage in practical challenges and exercises to gain proficiency in creating chatbots that can process orders, remember user information, and deliver a seamless e-commerce experience. When you complete this course, you will have a personalized AI bot that enhances user interaction on platforms like the Big Star Collectibles website.",Course,2025-08-06 14:48 UTC,N/A,false,N/A,
Getting Work Done in Office 365 (Microsoft 365),"Steve Somers and Steve Nguyen are Microsoft evangelists who coach top companies on using Office and David Allen's popular Getting Things Done® framework to be more productive. With these tips, and the flexibility and freedom of Office 365, you can get more done at work—anywhere, anytime. First, get a quick overview of the GTD® tenets and the applicable communication and collaboration tools in Office 365. Then explore how to plan for productivity as well as take notes, capture ideas, and effectively manage tasks using Office 365 tools.<br><br>

Next, learn which methods—email, phone, Skype, or face-to-face discussions—are most effective for communicating, and explore how to best plan and run effective meetings. By the end of the course, you'll be able to build a personal productivity strategy that works for you and your team.<br><br>Getting Things Done® is a registered trademark of the David Allen Company.",Course,2019-04-01 15:02 UTC,N/A,false,N/A,
Giving Your Elevator Pitch,"It's important to make a good impression in just the first few minutes you spend with potential mentors, clients, or even friends. In this short course, author and business coach Dr. Todd Dewett explains how to tell others what you do and make a memorable impression in a short period of time with a personal ""elevator pitch."" Maximize your connection in a minimal amount of time, and start making valuable additions to your network from the get-go.",Course,2018-08-02 02:01 UTC,N/A,false,N/A,
Artificial Intelligence Case Studies in Different Business Industries,"<p>AI is rapidly becoming an increasingly important technology for every company in every industry. As a general purpose technology, similar to electricity or the internet, it has the power to completely change almost everything about the way we work. How will it affect your industry? Will it be the same for you as everyone else?</p><p>In this course, join instructors Anil Gupta and Haiyan Wang for in-depth exploration of case studies which track the application and impact of AI technology across a variety of industries around the world, including finance, agriculture, food engineering, pharmaceuticals, retail, healthcare, legal, data processing, energy, and more. Along the way, Anil and Haiyan inspire you to start thinking about how you and your colleagues can leverage the power of AI technology to transform your own organization and maybe even the entire industry.</p>",Course,2025-07-11 15:13 UTC,N/A,false,N/A,
Digital Transformation,"It seems as though everywhere you turn, digital transformation is happening. But what is digital, exactly, and what does it encompass? In this course, instructor Peter High helps business leaders better understand the definition of the term; the implications for people, processes, and technology; the risks of ignoring the digital transformation trend; and the rewards one can garner from riding this wave. Learn about the different stages of digital maturity, and the best ways to draw inspiration and insights from digital native companies like Google, Amazon, and Netflix, as well as from digital immigrant companies like FedEx and Domino's Pizza. He also covers the ideal backgrounds of digital leaders. Peter wraps up the course by explaining how to create a strategic digital transformation plan for your organization.",Course,2018-10-12 14:56 UTC,N/A,false,N/A,
Sheryl Sandberg and Adam Grant on Option B: Building Resilience,"Dodging adversity is often not a choice. Encountering a devastating event—the gut-wrenching kind that zaps away joy—is an inevitability of life. In their <em>New York Times</em> best-selling book <em>Option B: Facing Adversity, Building Resilience, and Finding Joy</em>, Facebook COO Sheryl Sandberg and Wharton psychologist Adam Grant share their insights on building resilience in the face of such setbacks. They offer practical steps you can take to reimagine and rebuild your life when your first choice—your Option A—is no longer on the table, and you're faced with the task of making the absolute best of Option B. This course highlights some of the powerful topics in this book, including how to talk to friends and colleagues who are hurting when you're not sure what to say, how to fight the idea that the hurt you're feeling is permanent, and how to give yourself permission to experience happiness again.<br><br> For additional resources and support, check out <a href=""https://optionb.org/"" target=""_blank""> OptionB.Org</a>, a nonprofit initiative dedicated to helping individuals build resilience in the face of adversity.",Course,2020-05-03 13:23 UTC,N/A,false,N/A,
Sales: Sales Games for Your Teams,"Sales competitions need a refresh. Cutthroat contests and token prizes don't motivate salespeople anymore. Gamification-the application of collaborative competition-is a sales practice used by many corporate giants to inspire, engage, and bond their sales departments. Some of the country's best and brightest companies have leveraged gamification and produced legitimate business results. How can you use this approach with your team? Sales consultant Noah Fleming shows how to use gamification strategies to motivate salespeople and boost productivity in any area of sales. He reviews the most popular types of games, including activity-based and prospect-based games, and shows how to create and deploy games of your own. He also shows how to choose the right rewards for winners-and keep people from gaming the system.",Course,2018-09-01 14:56 UTC,N/A,false,N/A,
Daniel Pink on Motivation,"The central task of leaders and managers is to help their people perform at their best and contribute the most. In this course, join #1 <i>New York Times</i> best-selling author Daniel Pink as he shares science-backed methods for effectively motivating others. With his trademark clarity, Pink distills the crucial research on human motivation. And he shares practical takeaways in the three key areas lead to enduring high performance: autonomy, mastery, and purpose. Pink teaches a group exercise to help surface your team’s purpose, then shows you how to create a sense of connection. He explains the secrets of effective feedback and how to promote progress using simple 90-second practices. And since offering employees space to make small changes in their jobs can dramatically boost engagement, Pink walks you through how to carve out small islands of autonomy to spark your team’s innovation and deepen their commitment.",Course,2021-04-08 01:24 UTC,N/A,false,N/A,
How to Evaluate a Job Offer's Benefits Package,"<p>How do you decide between two job offers when the main difference is based on a variety of perks? For example, is unlimited vacation time as good as it sounds? What extra benefits should you try to procure?</p><p>Join LinkedIn News Editor Andrew Seaman on the podcast <i>Get Hired</i> as he sits down to talk with Adam Marinelli, a career counselor known as the DIY Career Guy, to learn strategies for successfully negotiating remote work and unlimited paid time off (PTO) benefits. Adam highlights the benefits and challenges of remote work arrangements, as well as how unlimited PTO is not about taking excessive time off but rather fostering a culture of trust and personal responsibility. By the end of this course, you’ll also be informed of common concerns such as abusing key policies and the importance of setting clear expectations.</p>",Course,2025-10-24 05:24 UTC,N/A,false,N/A,
Staying Positive in the Face of Negativity,"Even the most optimistic of us can get weighed down when seemingly unrelenting negativity swirls around us at work and in life. It impacts our perspective, presence, and performance. Self-leadership expert Scott Mautz teaches a specific plan for fostering sustainable positivity, especially in the face of tiresome negativity. You’ll be able to stay positive over the long haul by applying fundamentals of positivity—like staying grounded and practicing a special type of gratitude—and by drawing optimism from increased mental strength. Learn to build specialized positivity skills—such as handling criticism and difficult people—and build daily habits of positivity too. Plus, hear real-world examples and craft a personal MAP (micro action plan) for being realistic but staying upbeat when it feels like the world is conspiring to keep you down.",Course,2025-04-30 18:02 UTC,N/A,false,N/A,
Organizational Leadership in the Era of AI,"<p>Technology breakthroughs need management breakthroughs—and as leaders and organizations around the world invest in AI, leadership is the biggest determination of whether or not those investments will create value.
</p><p>
This course provides a blueprint for leaders and managers who want to harness the potential of AI to create value for their organization, their teams, and the world. Based on insights, frameworks, and a new system of leadership introduced in his book, <i>Autonomous Transformation: Creating a More Human Future in the Era of Artificial Intelligence<i/>–which was selected by Thinkers50 as one of the Top 10 Best New Management Books for 2024–Brian Evergreen weaves strategy, economics, systemic design, management thinking, and philosophy into actionable steps for leaders across functions and industries for creating value in today’s context. Join Brian in this course to learn how to apply a new approach to organizational leadership built-for-purpose for the era of AI.",Course,2024-10-08 13:46 UTC,N/A,false,N/A,
Leveraging Organizational Power Dynamics as a Leader,"The old playbook of relying solely on formal authority or being oblivious to the ripple effects of power dynamics doesn't cut it anymore. In this course, learn how to leverage the power dynamics that exist within any organization to shape culture, drive strategy, make informed decisions, and lead effectively in a constantly shifting workplace. Best-selling author and executive coach Melody Wilding teaches you skills that are not only relevant, but vital. Melody teaches managers and senior leaders how to foresee and navigate the complexities and politics of their organizations, translating to better and smoother results. The skills she imparts can help you play a crucial role in shaping a positive, ethical culture and gain increased confidence in handling complex challenges. Learn how to identify the types of power, map power structures, navigate power plays, handle your power responsibly, and more.",Course,2026-01-18 14:09 UTC,N/A,false,N/A,
